id_venda,data_venda,cliente,produto,quantidade,preco_unitario,categoria
786,15-12-2025,Maria Silva,Notebook Dell,4,3500.0,Eletrônicos
787,2025/08/24,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
788,2025/07/15,,Mochila,5,150.0,Acessórios
789,04-11-2025,Maria Silva,Caderno,4,25.0,Papelaria
790,28-11-2025,,Caderno,5,25.0,Papelaria
791,2025/09/11,Ana Pereira,Impressora HP,2,900.0,Eletrônicos
792,2025/08/20,Fernanda Lima,Notebook Dell,3,3500.0,Eletrônicos
793,2025/01/04,Maria Silva,Caderno,3,25.0,Papelaria
794,03-08-2025,Fernanda Lima,Luminária,1,60.0,Utilidades
795,2025/02/26,Maria Silva,Monitor LG,1,1200.0,Eletrônicos
796,2025/05/11,Ana Pereira,Mouse Gamer,1,200.0,Eletrônicos
797,2025-04-15,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
798,26-04-2025,Pedro Costa,iPhone 13,4,5500.0,Eletrônicos
799,2025-05-13,Ana Pereira,Caderno,5,25.0,Papelaria
800,01-04-2025,Fernanda Lima,Caderno,5,25.0,Papelaria
801,09-02-2025,João Souza,Mochila,4,150.0,Acessórios
802,2025/05/03,,Monitor LG,5,1200.0,Eletrônicos
803,12-09-2025,Maria Silva,Luminária,5,60.0,Utilidades
804,2025-09-10,Maria Silva,Caderno,3,25.0,
805,2025/06/26,Pedro Costa,Garrafa Térmica,4,80.0,Utilidades
806,2025/09/12,João Souza,Notebook Dell,4,3500.0,Eletrônicos
807,2025/08/27,Ana Pereira,Monitor LG,2,1200.0,Eletrônicos
808,2025-04-18,João Souza,Garrafa Térmica,4,80.0,
809,2025-10-27,Maria Silva,Mouse Gamer,três,200.0,Eletrônicos
810,16-12-2025,Ana Pereira,Caderno,5,25.0,Papelaria
811,2025/03/06,Pedro Costa,Impressora HP,2,900.0,Eletrônicos
812,08-09-2025,Fernanda Lima,Luminária,3,60.0,Utilidades
813,2025-08-02,Ana Pereira,Mouse Gamer,4,200.0,Eletrônicos
814,2025/07/23,Pedro Costa,Impressora HP,2,900.0,Eletrônicos
815,2025-09-16,Pedro Costa,Caneta Azul,1,2.5,Papelaria
816,2025/09/13,Ana Pereira,Caderno,3,25.0,Papelaria
817,18-08-2025,,iPhone 13,3,5500.0,Eletrônicos
818,24-07-2025,Fernanda Lima,Monitor LG,5,1200.0,Eletrônicos
819,2025/10/16,Maria Silva,Impressora HP,2,900.0,Eletrônicos
820,2025-11-19,Fernanda Lima,Notebook Dell,1,3500.0,Eletrônicos
821,2025-12-04,João Souza,Mochila,5,150.0,Acessórios
822,2025/02/03,Pedro Costa,Monitor LG,3,1200.0,Eletrônicos
823,08-03-2025,Ana Pereira,Caderno,3,25.0,Papelaria
824,2025/10/14,Maria Silva,Impressora HP,2,900.0,Eletrônicos
825,2025-05-09,Maria Silva,Mochila,2,150.0,Acessórios
826,2025-09-07,,iPhone 13,5,5500.0,Eletrônicos
827,2025/06/17,Ana Pereira,Garrafa Térmica,três,80.0,Utilidades
828,2025/04/24,Fernanda Lima,Monitor LG,3,1200.0,Eletrônicos
829,20-08-2025,João Souza,Monitor LG,três,1200.0,Eletrônicos
830,2025/05/11,João Souza,iPhone 13,2,5500.0,Eletrônicos
831,2025/12/01,Pedro Costa,Luminária,2,60.0,Utilidades
832,2025-06-06,Maria Silva,Monitor LG,4,1200.0,Eletrônicos
833,2025/06/18,Maria Silva,Caneta Azul,5,2.5,Papelaria
834,2025-02-20,Pedro Costa,Monitor LG,3,1200.0,Eletrônicos
835,2025/11/21,Ana Pereira,Monitor LG,4,1200.0,
836,2025-11-03,,Mochila,4,150.0,Acessórios
837,2025/05/11,Pedro Costa,iPhone 13,2,5500.0,Eletrônicos
838,2025-03-04,,Notebook Dell,4,3500.0,Eletrônicos
839,2025/05/09,,Luminária,2,60.0,Utilidades
840,2025/07/04,,Caneta Azul,1,2.5,Papelaria
841,16-08-2025,João Souza,Notebook Dell,5,3500.0,Eletrônicos
842,27-06-2025,Ana Pereira,Luminária,3,60.0,Utilidades
843,2025/11/07,João Souza,Caneta Azul,1,2.5,Papelaria
844,2025-05-01,Fernanda Lima,iPhone 13,5,5500.0,Eletrônicos
845,2025-05-16,Ana Pereira,Monitor LG,2,1200.0,Eletrônicos
846,2025-06-20,,Notebook Dell,4,3500.0,Eletrônicos
847,2025/12/15,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
848,2025-03-04,,Impressora HP,3,900.0,Eletrônicos
849,2025/04/11,Maria Silva,Garrafa Térmica,3,80.0,Utilidades
850,2025-05-12,João Souza,Impressora HP,2,900.0,Eletrônicos
851,14-09-2025,Pedro Costa,Notebook Dell,2,3500.0,Eletrônicos
852,2025/04/24,Pedro Costa,Mochila,4,150.0,Acessórios
853,2025-09-09,Pedro Costa,Luminária,1,60.0,Utilidades
854,22-05-2025,Pedro Costa,Impressora HP,3,900.0,Eletrônicos
855,15-07-2025,Pedro Costa,Garrafa Térmica,5,80.0,Utilidades
856,2025-07-07,Ana Pereira,Mochila,5,150.0,Acessórios
857,11-07-2025,Pedro Costa,Mouse Gamer,2,200.0,Eletrônicos
858,2025/04/05,Ana Pereira,Mochila,5,150.0,Acessórios
859,2025/04/10,Fernanda Lima,Mochila,5,150.0,Acessórios
860,04-02-2025,Maria Silva,Impressora HP,4,900.0,Eletrônicos
861,2025-01-25,Fernanda Lima,Luminária,5,60.0,Utilidades
862,2025/09/23,João Souza,Monitor LG,3,1200.0,Eletrônicos
863,2025/01/03,Pedro Costa,Mochila,3,150.0,Acessórios
864,2025/03/09,Maria Silva,Caneta Azul,3,2.5,Papelaria
865,2025/12/25,Fernanda Lima,Monitor LG,4,1200.0,Eletrônicos
866,2025/02/11,Ana Pereira,Garrafa Térmica,1,80.0,Utilidades
867,2025-01-25,Maria Silva,Monitor LG,1,1200.0,Eletrônicos
868,2025/01/24,João Souza,Caderno,5,25.0,Papelaria
869,2025/05/28,Pedro Costa,Luminária,4,60.0,Utilidades
870,2025-11-25,Maria Silva,Caneta Azul,1,2.5,Papelaria
871,2025-09-26,Ana Pereira,Impressora HP,2,900.0,Eletrônicos
872,2025-05-28,João Souza,Mouse Gamer,3,200.0,Eletrônicos
873,2025/05/12,João Souza,Impressora HP,3,900.0,Eletrônicos
874,14-07-2025,Fernanda Lima,iPhone 13,2,5500.0,Eletrônicos
875,2025-01-09,Fernanda Lima,Mouse Gamer,4,200.0,Eletrônicos
876,2025-01-07,,Monitor LG,1,1200.0,Eletrônicos
877,04-01-2025,Maria Silva,Caderno,3,25.0,Papelaria
878,2025-03-05,,Luminária,2,60.0,Utilidades
879,12-05-2025,Fernanda Lima,Caneta Azul,4,2.5,Papelaria
880,16-08-2025,Pedro Costa,Monitor LG,3,1200.0,Eletrônicos
881,2025-09-16,João Souza,Caneta Azul,2,2.5,Papelaria
882,2025/02/04,Fernanda Lima,Mouse Gamer,4,200.0,Eletrônicos
883,2025-05-11,Pedro Costa,Caneta Azul,1,2.5,Papelaria
884,2025-10-28,Fernanda Lima,Mouse Gamer,3,200.0,Eletrônicos
885,2025-02-27,,Caneta Azul,4,2.5,Papelaria
886,2025-12-17,João Souza,Mochila,5,150.0,Acessórios
887,22-08-2025,,Mouse Gamer,4,200.0,Eletrônicos
888,16-09-2025,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
889,2025-07-12,Ana Pereira,Caderno,3,25.0,Papelaria
890,28-11-2025,,Caneta Azul,5,2.5,Papelaria
891,2025/10/08,Ana Pereira,Mochila,4,150.0,Acessórios
892,2025-01-03,Pedro Costa,iPhone 13,3,5500.0,Eletrônicos
893,2025-10-12,Ana Pereira,Caneta Azul,5,2.5,Papelaria
894,2025/02/11,,Caderno,4,25.0,Papelaria
895,2025/10/20,Fernanda Lima,Luminária,5,60.0,Utilidades
896,2025-05-06,Fernanda Lima,Notebook Dell,2,3500.0,Eletrônicos
897,24-10-2025,João Souza,Impressora HP,1,900.0,Eletrônicos
898,2025/12/25,Maria Silva,Notebook Dell,5,3500.0,Eletrônicos
899,13-05-2025,Maria Silva,Luminária,3,60.0,Utilidades
900,2025-12-08,,Caneta Azul,três,2.5,Papelaria
901,07-04-2025,,Notebook Dell,2,3500.0,Eletrônicos
902,2025/12/27,Fernanda Lima,Mouse Gamer,3,200.0,Eletrônicos
903,15-11-2025,,Mouse Gamer,3,200.0,Eletrônicos
904,2025/01/08,,Notebook Dell,3,3500.0,Eletrônicos
905,2025-03-05,Fernanda Lima,Notebook Dell,3,3500.0,Eletrônicos
906,2025/05/11,João Souza,Mochila,1,150.0,Acessórios
907,2025/12/14,Maria Silva,Monitor LG,5,1200.0,Eletrônicos
908,2025-05-16,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
909,2025-04-26,João Souza,Mochila,2,150.0,Acessórios
910,2025-09-14,Pedro Costa,Caderno,2,25.0,Papelaria
911,2025/09/09,Maria Silva,Caderno,1,25.0,Papelaria
912,23-04-2025,Fernanda Lima,Mouse Gamer,4,200.0,Eletrônicos
913,2025/02/15,,Caderno,5,25.0,Papelaria
914,2025/07/16,Maria Silva,Notebook Dell,três,3500.0,Eletrônicos
915,2025/05/27,Maria Silva,Garrafa Térmica,4,80.0,Utilidades
916,2025/01/01,João Souza,Caneta Azul,1,2.5,Papelaria
917,2025-09-14,Ana Pereira,Mouse Gamer,3,200.0,Eletrônicos
918,2025/04/21,Fernanda Lima,Caneta Azul,5,2.5,Papelaria
919,10-05-2025,Fernanda Lima,Mochila,3,150.0,Acessórios
920,02-12-2025,Maria Silva,Luminária,4,60.0,Utilidades
921,2025/10/22,Ana Pereira,Caneta Azul,4,2.5,Papelaria
922,2025-05-07,Pedro Costa,Notebook Dell,4,3500.0,Eletrônicos
923,2025-07-24,João Souza,Caneta Azul,2,2.5,Papelaria
924,09-04-2025,Maria Silva,Notebook Dell,5,3500.0,Eletrônicos
925,2025-11-06,Maria Silva,Mouse Gamer,5,200.0,
926,2025/12/04,Fernanda Lima,Mochila,3,150.0,Acessórios
927,2025/10/16,Maria Silva,Garrafa Térmica,5,80.0,
928,2025/06/02,Pedro Costa,Caderno,5,25.0,Papelaria
929,2025-09-17,João Souza,Notebook Dell,5,3500.0,Eletrônicos
930,15-10-2025,,Notebook Dell,1,3500.0,Eletrônicos
931,24-05-2025,Maria Silva,Mochila,3,150.0,Acessórios
932,12-06-2025,,Monitor LG,5,1200.0,Eletrônicos
933,08-11-2025,Ana Pereira,Caneta Azul,3,2.5,Papelaria
934,2025-02-06,Pedro Costa,Luminária,5,60.0,Utilidades
935,2025/06/09,,Monitor LG,2,1200.0,Eletrônicos
936,24-10-2025,Ana Pereira,Caneta Azul,4,2.5,Papelaria
937,2025-11-10,Maria Silva,Garrafa Térmica,5,80.0,Utilidades
938,06-11-2025,,Monitor LG,2,1200.0,Eletrônicos
939,2025/08/06,Ana Pereira,Impressora HP,2,900.0,Eletrônicos
940,2025-10-21,Fernanda Lima,Caneta Azul,3,2.5,Papelaria
941,2025/11/24,João Souza,Mouse Gamer,5,200.0,Eletrônicos
942,01-09-2025,Pedro Costa,Impressora HP,2,900.0,Eletrônicos
943,03-05-2025,Maria Silva,Monitor LG,4,-1200.0,Eletrônicos
944,2025-04-03,Maria Silva,Caderno,2,25.0,Papelaria
945,2025/07/13,Ana Pereira,Caderno,2,25.0,
946,18-10-2025,Pedro Costa,Luminária,1,60.0,Utilidades
947,18-06-2025,Fernanda Lima,Luminária,5,60.0,Utilidades
948,2025/10/15,Pedro Costa,Mochila,1,150.0,Acessórios
949,14-04-2025,João Souza,Caderno,1,25.0,Papelaria
950,21-11-2025,Fernanda Lima,Notebook Dell,2,3500.0,Eletrônicos
951,2025-08-21,,iPhone 13,3,5500.0,Eletrônicos
952,02-07-2025,João Souza,Mochila,4,150.0,Acessórios
953,25-01-2025,João Souza,iPhone 13,1,5500.0,Eletrônicos
954,2025/04/18,Ana Pereira,Garrafa Térmica,4,80.0,Utilidades
955,25-07-2025,,Garrafa Térmica,4,80.0,Utilidades
956,2025/08/22,João Souza,iPhone 13,1,5500.0,Eletrônicos
957,06-09-2025,Ana Pereira,Monitor LG,4,1200.0,Eletrônicos
958,2025-10-10,,Luminária,2,60.0,Utilidades
959,2025-12-10,Pedro Costa,Monitor LG,2,1200.0,Eletrônicos
960,2025-08-04,,Luminária,5,60.0,Utilidades
961,2025/06/20,,Mouse Gamer,4,200.0,Eletrônicos
962,2025-11-14,Ana Pereira,Impressora HP,2,900.0,Eletrônicos
963,2025/11/22,Pedro Costa,Garrafa Térmica,5,80.0,Utilidades
964,21-09-2025,,Caderno,2,25.0,Papelaria
965,2025-05-26,Fernanda Lima,Mouse Gamer,três,200.0,Eletrônicos
966,2025/11/02,,Caderno,4,25.0,Papelaria
967,2025-07-10,Pedro Costa,Luminária,4,60.0,Utilidades
968,2025-03-10,João Souza,iPhone 13,2,5500.0,Eletrônicos
969,11-01-2025,Maria Silva,Monitor LG,4,1200.0,Eletrônicos
970,26-12-2025,,Caneta Azul,4,2.5,Papelaria
971,16-09-2025,Maria Silva,Garrafa Térmica,5,80.0,Utilidades
972,2025/05/27,Pedro Costa,Mochila,4,150.0,Acessórios
973,2025/10/27,Fernanda Lima,Mochila,1,150.0,Acessórios
974,05-08-2025,João Souza,Notebook Dell,1,3500.0,Eletrônicos
975,2025/06/19,Fernanda Lima,Caderno,1,25.0,Papelaria
976,2025-02-17,Maria Silva,Impressora HP,1,900.0,Eletrônicos
977,2025-02-02,Maria Silva,Caderno,5,25.0,Papelaria
978,2025/01/25,Maria Silva,Luminária,4,-60.0,Utilidades
979,24-07-2025,Maria Silva,Mochila,5,150.0,Acessórios
980,2025/06/08,,iPhone 13,1,5500.0,Eletrônicos
981,2025/09/26,Ana Pereira,Notebook Dell,1,3500.0,Eletrônicos
982,2025/03/07,Pedro Costa,Garrafa Térmica,1,80.0,Utilidades
983,23-01-2025,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
984,2025-01-24,Ana Pereira,Notebook Dell,4,3500.0,Eletrônicos
985,2025-01-27,Maria Silva,Mouse Gamer,5,200.0,Eletrônicos
986,2025/02/22,João Souza,Mouse Gamer,4,200.0,Eletrônicos
987,2025-11-07,Maria Silva,Notebook Dell,5,3500.0,Eletrônicos
988,2025-02-13,Pedro Costa,Notebook Dell,3,3500.0,Eletrônicos
989,23-05-2025,Ana Pereira,Notebook Dell,1,3500.0,Eletrônicos
990,23-10-2025,Fernanda Lima,Impressora HP,3,900.0,Eletrônicos
991,2025/02/23,Ana Pereira,Garrafa Térmica,4,80.0,Utilidades
992,2025-06-18,João Souza,Caderno,3,25.0,Papelaria
993,2025/08/09,Maria Silva,Monitor LG,3,1200.0,Eletrônicos
994,2025/04/09,Maria Silva,iPhone 13,1,5500.0,Eletrônicos
995,21-11-2025,João Souza,Caderno,4,25.0,Papelaria
996,2025/12/10,Maria Silva,Garrafa Térmica,5,80.0,Utilidades
997,2025/10/09,Maria Silva,Notebook Dell,1,3500.0,Eletrônicos
998,2025/03/08,Maria Silva,Caderno,3,25.0,Papelaria
999,07-08-2025,Fernanda Lima,Notebook Dell,2,3500.0,Eletrônicos
1000,17-08-2025,Ana Pereira,Impressora HP,3,900.0,Eletrônicos
1001,22-05-2025,Maria Silva,Luminária,1,60.0,Utilidades
1002,2025/09/14,João Souza,iPhone 13,3,5500.0,Eletrônicos
1003,13-12-2025,Fernanda Lima,Caneta Azul,3,-2.5,Papelaria
1004,2025-07-23,Fernanda Lima,Mouse Gamer,5,200.0,Eletrônicos
1005,2025-06-26,Maria Silva,Monitor LG,3,1200.0,Eletrônicos
1006,2025-12-17,Ana Pereira,Garrafa Térmica,2,80.0,Utilidades
1007,10-03-2025,,Impressora HP,1,900.0,Eletrônicos
1008,26-01-2025,Fernanda Lima,Mouse Gamer,5,200.0,Eletrônicos
1009,2025/12/16,João Souza,Monitor LG,5,1200.0,Eletrônicos
1010,2025/08/01,Maria Silva,Caneta Azul,4,2.5,Papelaria
1011,05-08-2025,Pedro Costa,Impressora HP,5,900.0,Eletrônicos
1012,2025-02-10,,Caneta Azul,1,2.5,Papelaria
1013,28-11-2025,Pedro Costa,Notebook Dell,5,3500.0,Eletrônicos
1014,2025/11/17,Maria Silva,Caneta Azul,3,2.5,Papelaria
1015,2025-10-02,,Luminária,1,60.0,Utilidades
1016,2025-07-03,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
1017,09-06-2025,Pedro Costa,Monitor LG,2,1200.0,Eletrônicos
1018,2025/04/23,João Souza,Luminária,4,60.0,Utilidades
1019,2025-04-16,Ana Pereira,Notebook Dell,4,3500.0,Eletrônicos
1020,02-03-2025,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
1021,2025/05/06,João Souza,Caderno,2,25.0,Papelaria
1022,2025-10-05,,Garrafa Térmica,2,80.0,Utilidades
1023,2025-10-01,Fernanda Lima,Mochila,4,150.0,Acessórios
1024,2025-08-15,Pedro Costa,Caderno,1,-25.0,Papelaria
1025,2025-07-03,Maria Silva,Caderno,4,25.0,Papelaria
1026,2025/04/03,João Souza,Notebook Dell,4,3500.0,Eletrônicos
1027,2025/11/12,Maria Silva,Luminária,4,60.0,
1028,2025-05-02,,Notebook Dell,3,3500.0,Eletrônicos
1029,20-09-2025,Ana Pereira,Impressora HP,3,900.0,Eletrônicos
1030,11-06-2025,Pedro Costa,Caneta Azul,2,2.5,Papelaria
1031,2025-02-03,Fernanda Lima,Garrafa Térmica,5,80.0,Utilidades
1032,2025-06-26,João Souza,Impressora HP,3,900.0,Eletrônicos
1033,2025/08/27,Ana Pereira,Mouse Gamer,1,200.0,Eletrônicos
1034,28-09-2025,João Souza,Impressora HP,1,900.0,Eletrônicos
1035,12-12-2025,Maria Silva,Mochila,5,150.0,Acessórios
1036,04-01-2025,Ana Pereira,Monitor LG,5,1200.0,Eletrônicos
1037,2025-01-28,Ana Pereira,Impressora HP,3,900.0,Eletrônicos
1038,2025-03-18,João Souza,Notebook Dell,3,3500.0,Eletrônicos
1039,07-12-2025,Fernanda Lima,Luminária,4,60.0,Utilidades
1040,2025-02-07,Maria Silva,Caneta Azul,5,2.5,Papelaria
1041,2025/12/28,Maria Silva,Notebook Dell,1,3500.0,Eletrônicos
1042,09-02-2025,João Souza,Impressora HP,1,900.0,Eletrônicos
1043,2025/12/14,Ana Pereira,Luminária,5,60.0,Utilidades
1044,2025-12-06,Ana Pereira,Notebook Dell,2,3500.0,Eletrônicos
1045,2025-01-26,Ana Pereira,Mochila,3,150.0,Acessórios
1046,24-02-2025,Fernanda Lima,Monitor LG,3,1200.0,Eletrônicos
1047,2025-06-16,Pedro Costa,Caderno,3,25.0,Papelaria
1048,2025-03-10,Fernanda Lima,Mochila,4,150.0,Acessórios
1049,2025-03-18,Ana Pereira,Notebook Dell,2,-3500.0,Eletrônicos
1050,06-05-2025,Fernanda Lima,Caneta Azul,2,2.5,Papelaria
1051,22-09-2025,Maria Silva,Caneta Azul,5,2.5,Papelaria
1052,2025/10/27,,iPhone 13,3,5500.0,Eletrônicos
1053,10-05-2025,Pedro Costa,Caderno,4,25.0,Papelaria
1054,02-02-2025,Fernanda Lima,Monitor LG,1,1200.0,Eletrônicos
1055,2025-12-08,João Souza,Impressora HP,3,900.0,Eletrônicos
1056,2025/07/02,João Souza,Impressora HP,4,900.0,Eletrônicos
1057,2025-01-27,Ana Pereira,Caneta Azul,5,2.5,Papelaria
1058,2025-02-17,Ana Pereira,Monitor LG,3,1200.0,Eletrônicos
1059,2025-04-28,,Luminária,2,60.0,Utilidades
1060,2025/10/09,Ana Pereira,Monitor LG,5,1200.0,Eletrônicos
1061,2025-08-17,Maria Silva,Impressora HP,3,900.0,Eletrônicos
1062,2025-04-27,Ana Pereira,Garrafa Térmica,1,80.0,Utilidades
1063,2025-03-20,Pedro Costa,Mochila,1,150.0,Acessórios
1064,2025-09-03,,iPhone 13,3,5500.0,Eletrônicos
1065,03-09-2025,Ana Pereira,Notebook Dell,1,3500.0,Eletrônicos
1066,2025-05-14,João Souza,Caderno,1,25.0,Papelaria
1067,2025/09/26,Maria Silva,Luminária,4,60.0,Utilidades
1068,23-04-2025,Fernanda Lima,Caderno,2,25.0,Papelaria
1069,2025-10-10,João Souza,Monitor LG,1,1200.0,Eletrônicos
1070,2025-02-24,Fernanda Lima,Notebook Dell,4,3500.0,Eletrônicos
1071,16-04-2025,,Caderno,5,25.0,Papelaria
1072,05-06-2025,Ana Pereira,Monitor LG,3,1200.0,Eletrônicos
1073,2025/07/04,Ana Pereira,Garrafa Térmica,5,80.0,Utilidades
1074,2025-09-01,Maria Silva,Impressora HP,4,900.0,Eletrônicos
1075,05-12-2025,Fernanda Lima,Luminária,4,60.0,Utilidades
1076,2025/04/22,Maria Silva,Notebook Dell,3,3500.0,Eletrônicos
1077,2025/01/03,João Souza,Mochila,5,150.0,Acessórios
1078,08-08-2025,Ana Pereira,Impressora HP,1,900.0,Eletrônicos
1079,10-06-2025,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
1080,2025/07/11,Ana Pereira,Luminária,3,60.0,Utilidades
1081,09-07-2025,João Souza,Impressora HP,4,900.0,Eletrônicos
1082,26-09-2025,Ana Pereira,Luminária,2,60.0,Utilidades
1083,19-12-2025,Pedro Costa,iPhone 13,2,5500.0,Eletrônicos
1084,26-06-2025,Fernanda Lima,Caneta Azul,3,2.5,Papelaria
1085,10-11-2025,João Souza,Caderno,2,25.0,Papelaria
1086,03-08-2025,Maria Silva,Mochila,1,150.0,Acessórios
1087,2025-07-10,Maria Silva,Garrafa Térmica,3,80.0,Utilidades
1088,02-10-2025,Fernanda Lima,Garrafa Térmica,4,80.0,
1089,2025-08-18,,Notebook Dell,1,3500.0,Eletrônicos
1090,24-04-2025,,Caderno,5,25.0,Papelaria
1091,2025-08-17,Ana Pereira,Monitor LG,1,1200.0,Eletrônicos
1092,08-11-2025,,Caderno,2,25.0,Papelaria
1093,2025-04-14,Pedro Costa,Garrafa Térmica,4,80.0,Utilidades
1094,2025-05-04,Ana Pereira,Garrafa Térmica,5,80.0,Utilidades
1095,2025-12-19,Ana Pereira,Caderno,3,25.0,Papelaria
1096,2025/10/16,João Souza,iPhone 13,4,5500.0,Eletrônicos
1097,2025-11-08,Fernanda Lima,Garrafa Térmica,1,80.0,Utilidades
1098,2025-08-27,,Mochila,4,150.0,Acessórios
1099,10-10-2025,Pedro Costa,Luminária,1,60.0,Utilidades
1100,2025/12/03,João Souza,Mochila,3,150.0,Acessórios
1101,2025-01-07,Fernanda Lima,Mouse Gamer,4,200.0,Eletrônicos
1102,25-12-2025,João Souza,Luminária,4,60.0,
1103,2025/10/19,Ana Pereira,Mouse Gamer,1,200.0,Eletrônicos
1104,2025/05/13,Ana Pereira,Monitor LG,4,1200.0,
1105,2025-12-23,,Luminária,4,-60.0,Utilidades
1106,2025/02/13,Maria Silva,Garrafa Térmica,5,80.0,Utilidades
1107,07-01-2025,João Souza,Caneta Azul,1,2.5,Papelaria
1108,18-01-2025,João Souza,Garrafa Térmica,1,80.0,Utilidades
1109,17-11-2025,,Notebook Dell,4,3500.0,Eletrônicos
1110,09-11-2025,João Souza,Impressora HP,2,900.0,Eletrônicos
1111,2025-05-19,Ana Pereira,Impressora HP,1,900.0,Eletrônicos
1112,26-02-2025,,Monitor LG,5,1200.0,Eletrônicos
1113,2025-11-21,João Souza,Luminária,1,60.0,
1114,2025-06-11,Maria Silva,Caneta Azul,5,2.5,Papelaria
1115,04-07-2025,Pedro Costa,Mouse Gamer,2,200.0,Eletrônicos
1116,2025-06-27,João Souza,Garrafa Térmica,2,80.0,Utilidades
1117,2025-05-03,,Luminária,3,60.0,Utilidades
1118,2025/05/07,Maria Silva,Caneta Azul,3,2.5,Papelaria
1119,16-01-2025,,Mochila,3,150.0,Acessórios
1120,22-04-2025,Ana Pereira,Impressora HP,5,900.0,Eletrônicos
1121,18-10-2025,Maria Silva,Garrafa Térmica,4,80.0,Utilidades
1122,2025-06-03,Ana Pereira,iPhone 13,2,5500.0,Eletrônicos
1123,14-07-2025,Maria Silva,Mouse Gamer,4,200.0,Eletrônicos
1124,2025-10-01,Pedro Costa,Garrafa Térmica,5,80.0,Utilidades
1125,2025-03-03,Pedro Costa,Notebook Dell,2,3500.0,Eletrônicos
1126,2025/01/19,Maria Silva,Impressora HP,2,900.0,Eletrônicos
1127,2025-01-18,João Souza,Caneta Azul,2,2.5,Papelaria
1128,17-03-2025,,Impressora HP,4,900.0,Eletrônicos
1129,2025/09/21,Maria Silva,Impressora HP,três,900.0,Eletrônicos
1130,17-04-2025,Fernanda Lima,Luminária,5,60.0,Utilidades
1131,2025/02/10,Fernanda Lima,Garrafa Térmica,1,80.0,Utilidades
1132,2025/09/13,João Souza,Notebook Dell,2,3500.0,Eletrônicos
1133,10-08-2025,Ana Pereira,Mochila,2,150.0,Acessórios
1134,19-03-2025,,Mochila,1,150.0,Acessórios
1135,2025-06-25,Fernanda Lima,Mochila,3,-150.0,Acessórios
1136,2025/06/13,Fernanda Lima,Mouse Gamer,3,200.0,Eletrônicos
1137,2025/12/13,Ana Pereira,Garrafa Térmica,4,80.0,Utilidades
1138,2025-12-11,,Mochila,1,150.0,Acessórios
1139,08-11-2025,João Souza,Notebook Dell,4,3500.0,Eletrônicos
1140,2025/06/23,Fernanda Lima,iPhone 13,5,5500.0,Eletrônicos
1141,2025/02/20,,Luminária,2,60.0,Utilidades
1142,2025-09-10,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
1143,2025-04-27,Ana Pereira,Impressora HP,2,900.0,Eletrônicos
1144,2025-02-04,Pedro Costa,Caneta Azul,2,2.5,
1145,02-12-2025,Fernanda Lima,Mouse Gamer,5,200.0,Eletrônicos
1146,2025-04-14,João Souza,Garrafa Térmica,1,80.0,Utilidades
1147,21-01-2025,Pedro Costa,Mochila,1,150.0,Acessórios
1148,20-06-2025,Maria Silva,Garrafa Térmica,3,80.0,Utilidades
1149,27-05-2025,Fernanda Lima,Impressora HP,3,900.0,Eletrônicos
1150,17-10-2025,João Souza,Caneta Azul,3,2.5,Papelaria
1151,2025-05-15,Pedro Costa,Impressora HP,5,900.0,Eletrônicos
1152,2025/07/08,Ana Pereira,Mouse Gamer,2,200.0,Eletrônicos
1153,2025/05/18,Maria Silva,iPhone 13,4,5500.0,Eletrônicos
1154,16-08-2025,João Souza,Luminária,três,60.0,Utilidades
1155,2025-02-15,Pedro Costa,Luminária,1,60.0,Utilidades
1156,2025-06-03,Ana Pereira,iPhone 13,5,5500.0,Eletrônicos
1157,20-06-2025,João Souza,Caderno,1,25.0,Papelaria
1158,2025/11/20,Pedro Costa,Mouse Gamer,3,200.0,Eletrônicos
1159,2025/04/28,Fernanda Lima,Luminária,1,60.0,Utilidades
1160,2025/10/05,Fernanda Lima,Monitor LG,2,1200.0,Eletrônicos
1161,2025/08/26,João Souza,Monitor LG,1,1200.0,Eletrônicos
1162,22-07-2025,Maria Silva,Mouse Gamer,2,200.0,Eletrônicos
1163,2025-01-09,Maria Silva,Caderno,2,25.0,Papelaria
1164,14-05-2025,Maria Silva,Garrafa Térmica,1,80.0,Utilidades
1165,10-08-2025,João Souza,Impressora HP,1,900.0,Eletrônicos
1166,2025/10/28,Fernanda Lima,Garrafa Térmica,4,80.0,Utilidades
1167,2025-11-26,,Notebook Dell,3,3500.0,Eletrônicos
1168,2025/02/11,Pedro Costa,Notebook Dell,5,3500.0,Eletrônicos
1169,2025/03/02,Ana Pereira,Mochila,5,150.0,Acessórios
1170,2025/06/12,,Mouse Gamer,4,200.0,Eletrônicos
1171,28-10-2025,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
1172,17-09-2025,Ana Pereira,Notebook Dell,5,3500.0,Eletrônicos
